cluster creation , 0.0302410125732
5 pc3 , 7815
instance + data collection , 0.94851398468
logging coordinates , 0.793125152588
quadrant creation , 0.173789978027
cluster creation , 0.0363600254059
6 pc3 , 9378
instance + data collection , 1.14863300323
logging coordinates , 0.796071052551
quadrant creation , 0.224087953568
cluster creation , 0.0447041988373
7 pc3 , 10941
instance + data collection , 1.45268011093
logging coordinates , 0.991286993027
quadrant creation , 0.244754076004
cluster creation , 0.0482919216156
8 pc3 , 12504
instance + data collection , 1.64837098122
logging coordinates , 1.11931586266
quadrant creation , 0.324360132217
cluster creation , 0.0709969997406

1 pc4 , 1458
instance + data collection , 0.183642148972
logging coordinates , 0.242311954498
quadrant creation , 0.0241808891296
cluster creation , 0.00986504554749
2 pc4 , 2916
instance + data collection , 0.394440889359
logging coordinates , 0.394165039062
quadrant creation , 0.0879399776459
cluster creation , 0.0202000141144
3 pc4 , 4374
instance + data collection , 0.624422073364
logging coordinates , 0.531765937805
quadrant creation , 0.0792000293732
cluster creation , 0.0219559669495
4 pc4 , 5832
instance + data collection , 0.71063709259
logging coordinates , 0.545385122299
quadrant creation , 0.121215105057
cluster creation , 0.0288450717926
5 pc4 , 7290
instance + data collection , 0.957350969315
logging coordinates , 0.761062145233
quadrant creation , 0.146519899368
cluster creation , 0.0331959724426
6 pc4 , 8748
instance + data collection , 1.0597910881
logging coordinates , 0.799635887146
quadrant creation , 0.177875995636
cluster creation , 0.040275812149
7 pc4 , 10206
instance + data collection , 1.23367500305
logging coordinates , 0.950140953064
quadrant creation , 0.215219974518
cluster creation , 0.0493960380554
8 pc4 , 11664
instance + data collection , 1.41457986832
logging coordinates , 1.0336689949
quadrant creation , 0.287174940109
cluster creation , 0.049556016922

1 mc2 , 161
instance + data collection , 0.0203537940979
logging coordinates , 0.0233540534973
quadrant creation , 0.00186586380005
cluster creation , 0.000577926635742
2 mc2 , 322
instance + data collection , 0.0400450229645
logging coordinates , 0.0348658561707
quadrant creation , 0.0043261051178
cluster creation , 0.00134706497192
3 mc2 , 483
instance + data collection , 0.0613448619843
logging coordinates , 0.0436940193176
quadrant creation , 0.00606679916382
cluster creation , 0.00138306617737
4 mc2 , 644
instance + data collection , 0.0797939300537
logging coordinates , 0.0538959503174
quadrant creation , 0.00766706466675
cluster creation , 0.0021390914917
5 mc2 , 805
instance + data collection , 0.0990419387817
logging coordinates , 0.0612559318542
quadrant creation , 0.00973606109619
cluster creation , 0.00193691253662
6 mc2 , 966
instance + data collection , 0.121747016907
logging coordinates , 0.102420806885
quadrant creation , 0.0184829235077
cluster creation , 0.00354909896851
7 mc2 , 1127
instance + data collection , 0.138923168182
logging coordinates , 0.0810759067535
quadrant creation , 0.0143299102783
cluster creation , 0.00350093841553
8 mc2 , 1288
instance + data collection , 0.158850908279
logging coordinates , 0.0884609222412
quadrant creation , 0.0169458389282
cluster creation , 0.00336003303528

1 jm1 , 10880
instance + data collection , 0.84480214119
logging coordinates , 1.39192700386
quadrant creation , 0.286372184753
cluster creation , 0.0520370006561
2 jm1 , 21760
instance + data collection , 1.72266101837
logging coordinates , 2.58782696724
quadrant creation , 0.669934034348
cluster creation , 0.115333795547
3 jm1 , 32640
instance + data collection , 2.74663901329
logging coordinates , 3.68365216255
quadrant creation , 1.05365800858
cluster creation , 0.194736003876
4 jm1 , 43520
instance + data collection , 3.7411608696
logging coordinates , 4.94308686256
quadrant creation , 1.44631505013
cluster creation , 0.259244918823
5 jm1 , 54400
instance + data collection , 4.78634095192
logging coordinates , 5.86893701553
quadrant creation , 2.64125800133
cluster creation , 0.387131929398
6 jm1 , 65280
instance + data collection , 5.74785399437
logging coordinates , 7.25072598457
quadrant creation , 2.55093598366
cluster creation , 0.360736846924
7 jm1 , 76160
instance + data collection , 7.22579813004
logging coordinates , 9.26335215569
quadrant creation , 3.2703359127
cluster creation , 0.406011104584
8 jm1 , 87040
instance + data collection , 8.25364303589
logging coordinates , 11.0880711079
quadrant creation , 3.90781402588
cluster creation , 0.508090019226

